Name,Date,Open,High,Low,Close,Adj Close,Volume
LTC,01-04-2019,60.769836,97.495255,60.413891,74.280876,74.280876,89101457309
LTC,01-05-2019,74.303352,120.691711,72.298012,114.536957,114.536957,1.27061E+11
LTC,01-06-2019,114.466255,146.434677,99.294312,122.249115,122.249115,1.36566E+11
LTC,01-07-2019,122.114136,126.673798,77.497475,98.509575,98.509575,1.11296E+11
LTC,01-08-2019,98.566689,105.591286,62.614578,64.57605,64.57605,87453207989
LTC,01-09-2019,64.558609,79.65522,51.844608,56.056908,56.056908,81171916358
LTC,01-10-2019,56.089233,61.912285,48.49519,58.780685,58.780685,87311520134
LTC,01-11-2019,58.746315,64.598618,42.963909,47.47543,47.47543,96575295159
LTC,01-12-2019,47.463898,48.301144,36.672943,41.340073,41.340073,88951143828
LTC,01-01-2020,41.326534,69.738029,39.450844,67.879494,67.879494,1.18327E+11
LTC,01-02-2020,67.908516,83.689163,57.804031,58.543262,58.543262,1.59349E+11
LTC,01-03-2020,58.530544,63.773266,25.573105,39.299103,39.299103,1.24413E+11
LTC,01-04-2020,39.284687,50.921558,37.445934,46.71402,46.71402,1.25375E+11
LTC,01-05-2020,46.714264,50.044678,40.135761,45.591885,45.591885,1.20525E+11
LTC,01-06-2020,45.57423,49.761257,40.754646,41.467793,41.467793,59041931593
LTC,01-07-2020,41.43354,58.738693,40.65646,57.998138,57.998138,56139648693
LTC,01-08-2020,57.998138,68.519516,52.322857,61.113796,61.113796,81110899712
LTC,01-09-2020,61.105076,64.18396,42.54327,46.37146,46.37146,58211826472
LTC,01-10-2020,46.426956,60.302204,44.201286,55.59026,55.59026,83706220002
LTC,01-11-2020,55.59026,93.576019,51.60656,87.574631,87.574631,1.40287E+11
LTC,01-12-2020,87.576599,138.319717,70.231308,124.690323,124.690323,2.32233E+11
LTC,01-01-2021,124.672768,185.78035,114.956459,129.570816,129.570816,2.84509E+11
LTC,01-02-2021,129.5746,245.95752,126.350449,164.92717,164.92717,2.57492E+11
LTC,01-03-2021,164.983139,229.373978,163.966431,197.4991,197.4991,1.32914E+11
LTC,01-04-2021,197.524368,335.024536,195.534042,271.167084,271.167084,1.98963E+11
LTC,01-05-2021,271.14267,412.960144,118.642441,188.033676,188.033676,2.20555E+11
LTC,01-06-2021,188.117554,197.68428,105.566292,144.135834,144.135834,72749710958
LTC,01-07-2021,144.136642,147.83606,104.32589,144.933212,144.933212,45265293423
LTC,01-08-2021,144.509857,191.38266,135.994553,171.659225,171.659225,63981066542
LTC,01-09-2021,171.465179,233.056854,140.145157,153.147995,153.147995,1.00052E+11
LTC,01-10-2021,153.293655,214.021576,151.592651,191.816376,191.816376,85277846545
LTC,01-11-2021,192.045029,294.562866,184.106033,208.014542,208.014542,83532806891
LTC,01-12-2021,207.636612,217.506332,132.054291,146.51474,146.51474,42339536037
LTC,01-01-2022,146.536865,153.142883,98.665222,109.5877,109.5877,31483802715
LTC,01-02-2022,109.589439,143.232895,92.61261,113.474579,113.474579,25533469158
LTC,01-03-2022,113.476082,133.906784,97.236954,123.716011,123.716011,24976367565
LTC,01-04-2022,123.731697,129.305832,95.947632,96.165985,96.165985,21322391305
LTC,01-05-2022,96.16787,106.804092,55.322548,68.411385,68.411385,24875997752
LTC,01-06-2022,68.417023,70.076424,40.680405,53.64843,53.64843,20115554597
LTC,01-07-2022,53.699032,64.305122,46.662994,59.909508,59.909508,15603024637
LTC,01-08-2022,59.915623,65.627701,52.11684,53.856663,53.856663,14232466575
LTC,01-09-2022,53.858364,67.066368,50.428391,53.397038,53.397038,16387540758
LTC,01-10-2022,53.403042,57.45509,48.871719,55.084435,55.084435,11701958250
LTC,01-11-2022,55.085613,81.563438,49.331955,79.297707,79.297707,31829228232
LTC,01-12-2022,79.29113,83.823891,61.860809,69.996216,69.996216,14389524551
LTC,01-01-2023,70.002823,97.460876,69.234886,94.308113,94.308113,19437163954
LTC,01-02-2023,94.297386,104.480171,88.849525,93.792778,93.792778,16639350531
LTC,01-03-2023,93.795372,98.116287,66.678162,89.684128,89.684128,20095488402
LTC,01-04-2023,89.68644,103.049606,84.895081,88.533623,88.533623,16603780604
LTC,01-05-2023,88.512329,94.873375,76.82547,90.539009,90.539009,15901706962
LTC,01-06-2023,90.537476,110.795258,72.023109,108.165329,108.165329,18937123101
LTC,01-07-2023,108.201744,114.497063,88.219017,92.243134,92.243134,21372149464
LTC,01-08-2023,92.244263,94.313004,61.756107,63.951378,63.951378,12939544498
LTC,01-09-2023,63.946068,68.262886,58.038231,66.069649,66.069649,7591830884
LTC,01-10-2023,66.06881,72.381958,60.10833,68.949562,68.949562,7703030116
LTC,01-11-2023,68.949478,76.638184,65.864296,69.44558,69.44558,9685209742
LTC,01-12-2023,69.442284,79.432281,68.376556,72.798439,72.798439,11954410046
LTC,01-01-2024,72.913292,76.847626,61.708389,66.753044,66.753044,11893765716
LTC,01-02-2024,66.750572,84.812614,65.803146,79.940895,79.940895,10017709588
LTC,01-03-2024,79.917297,105.584137,74.434402,94.116142,94.116142,11911979497
LTC,15-03-2024,94.108246,95.181923,84.560333,88.264549,88.264549,1078714752
